0.010 4.5800  3725.20
0.010 4.6400  3718.07
0.010 4.7000  3722.97
0.010 4.7600  3763.56
0.010 4.8200  3796.28
0.010 4.8800  3845.82
0.010 4.9400  3874.10
0.010 5.0000  3898.94
0.010 5.0600  3923.79
0.010 5.1200  3926.35
0.010 5.1800  3948.59
0.010 5.2400  3948.02
0.010 5.3000  3951.98
0.010 5.3600  3949.26
0.010 5.4200  3987.43
0.010 5.4800  4030.87
0.010 5.5400  4067.11
0.010 5.6000  4087.69
0.010 5.6600  4121.08
0.010 5.7200  4130.71
0.010 5.7800  4151.96
0.010 5.8400  4159.22
0.010 5.9000  4162.60
0.010 5.9600  4167.94
0.010 6.0200  4156.73
0.010 6.0800  4195.23
0.010 6.1400  4240.63
0.010 6.2000  4261.37
0.010 6.2600  4300.55
0.010 6.3200  4318.51
0.010 6.3800  4338.56
0.010 6.4400  4354.23
0.010 6.5000  4356.97
0.010 6.5600  4370.74
0.010 6.6200  4358.80
0.010 6.6800  4370.32
0.010 6.7400  4395.38
0.010 6.8000  4424.54
0.010 6.8600  4461.57
0.010 6.9200  4488.09
0.010 6.9800  4506.83
0.010 7.0400  4531.19
0.010 7.1000  4533.14
0.010 7.1600  4555.70
0.010 7.2200  4551.45
0.010 7.2800  4563.61
0.010 7.3400  4557.58
0.010 7.4000  4568.65
0.010 7.4600  4603.69
0.010 7.5200  4639.46
0.010 7.5800  4656.97
0.010 7.6400  4690.73
0.010 7.7000  4696.93
0.010 7.7600  4723.99
0.010 7.8200  4728.22
0.010 7.8800  4740.91
0.010 7.9400  4743.36
0.010 8.0000  4743.20

0.012 2.0000  2550.33
0.012 2.0600  2574.99
0.012 2.1200  2592.48
0.012 2.1800  3118.16
0.012 2.2400  2709.40
0.012 2.3000  2641.10
0.012 2.3600  2707.07
0.012 2.4200  2755.53
0.012 2.4800  2805.74
0.012 2.5400  2842.95
0.012 2.6000  2863.32
0.012 2.6600  2881.58
0.012 2.7200  2894.91
0.012 2.7800  2891.55
0.012 2.8400  2891.31
0.012 2.9000  2941.96
0.012 2.9600  3008.03
0.012 3.0200  3056.93
0.012 3.0800  3087.48
0.012 3.1400  3125.13
0.012 3.2000  3148.40
0.012 3.2600  3154.06
0.012 3.3200  3172.29
0.012 3.3800  3238.45
0.012 3.4400  3166.71
0.012 3.5000  3209.91
0.012 3.5600  3254.71
0.012 3.6200  3307.79
0.012 3.6800  3341.86
0.012 3.7400  3367.02
0.012 3.8000  3396.06
0.012 3.8600  3405.84
0.012 3.9200  3419.04
0.012 3.9800  3425.39
0.012 4.0400  3416.52
0.012 4.1000  3433.67
0.012 4.1600  3479.92
0.012 4.2200  3524.85
0.012 4.2800  3565.97
0.012 4.3400  3586.67
0.012 4.4000  3619.98
0.012 4.4600  3636.81
0.012 4.5200  3646.13
0.012 4.5800  3660.08
0.012 4.6400  3653.01
0.012 4.7000  3660.60
0.012 4.7600  3681.59
0.012 4.8200  3717.36
0.012 4.8800  3766.40
0.012 4.9400  3793.87
0.012 5.0000  3822.19
0.012 5.0600  3846.34
0.012 5.1200  3852.34
0.012 5.1800  3873.99
0.012 5.2400  3873.36
0.012 5.3000  3880.27
0.012 5.3600  3877.58
0.012 5.4200  3894.76
0.012 5.4800  3942.00
0.012 5.5400  3977.15
0.012 5.6000  4001.53
0.012 5.6600  4033.94
0.012 5.7200  4043.17
0.012 5.7800  4067.71
0.012 5.8400  4074.68
0.012 5.9000  4081.28
0.012 5.9600  4086.43
0.012 6.0200  4077.46
0.012 6.0800  4096.78
0.012 6.1400  4140.68
0.012 6.2000  4161.91
0.012 6.2600  4203.40
0.012 6.3200  4220.67
0.012 6.3800  4244.29
0.012 6.4400  4259.41
0.012 6.5000  4265.66
0.012 6.5600  4279.00
0.012 6.6200  4269.90
0.012 6.6800  4281.70
0.012 6.7400  4285.29
0.012 6.8000  4313.30
0.012 6.8600  4354.28
0.012 6.9200  4379.81
0.012 6.9800  4402.45
0.012 7.0400  4425.96
0.012 7.1000  4431.75
0.012 7.1600  4453.61
0.012 7.2200  4449.37
0.012 7.2800  4464.70
0.012 7.3400  4458.81
0.012 7.4000  4461.21
0.012 7.4600  4486.29
0.012 7.5200  4520.67
0.012 7.5800  4542.45
0.012 7.6400  4574.97
0.012 7.7000  4580.74
0.012 7.7600  4611.35
0.012 7.8200  4615.29
0.012 7.8800  4631.45
0.012 7.9400  4633.77
0.012 8.0000  4636.96

0.014 2.0000  2519.78
0.014 2.0600  2544.18
0.014 2.1200  2553.38
0.014 2.1800  3043.80
0.014 2.2400  2637.65
0.014 2.3000  2599.76
0.014 2.3600  2664.91
0.014 2.4200  2712.84
0.014 2.4800  2765.79
0.014 2.5400  2802.45
0.014 2.6000  2822.53
0.014 2.6600  2843.37
0.014 2.7200  2856.44
0.014 2.7800  2853.08
0.014 2.8400  2855.10
0.014 2.9000  2892.22
0.014 2.9600  2957.89
0.014 3.0200  3005.97
0.014 3.0800  3036.04
0.014 3.1400  3076.53
0.014 3.2000  3099.38
0.014 3.2600  3107.87
0.014 3.3200  3125.75
0.014 3.3800  3125.83
0.014 3.4400  3122.64
0.014 3.5000  3148.36
0.014 3.5600  3196.55
0.014 3.6200  3248.59
0.014 3.6800  3282.00
0.014 3.7400  3310.29
0.014 3.8000  3338.75
0.014 3.8600  3348.31
0.014 3.9200  3364.30
0.014 3.9800  3370.49
0.014 4.0400  3364.33
0.014 4.1000  3368.20
0.014 4.1600  3408.86
0.014 4.2200  3457.18
0.014 4.2800  3497.34
0.014 4.3400  3517.54
0.014 4.4000  3553.89
0.014 4.4600  3570.30
0.014 4.5200  3582.63
0.014 4.5800  3596.23
0.014 4.6400  3589.27
0.014 4.7000  3599.44
0.014 4.7600  3601.37
0.014 4.8200  3640.85
0.014 4.8800  3688.63
0.014 4.9400  3715.37
0.014 5.0000  3747.02
0.014 5.0600  3770.53
0.014 5.1200  3779.84
0.014 5.1800  3800.96
0.014 5.2400  3800.31
0.014 5.3000  3810.04
0.014 5.3600  3807.42
0.014 5.4200  3804.26
0.014 5.4800  3855.12
0.014 5.5400  3889.25
0.014 5.6000  3917.27
0.014 5.6600  3948.77
0.014 5.7200  3957.68
0.014 5.7800  3985.34
0.014 5.8400  3992.08
0.014 5.9000  4001.74
0.014 5.9600  4006.77
0.014 6.0200  4000.77
0.014 6.0800  4004.35
0.014 6.1400  4043.18
0.014 6.2000  4068.35
0.014 6.2600  4108.58
0.014 6.3200  4125.25
0.014 6.3800  4152.26
0.014 6.4400  4166.90
0.014 6.5000  4176.48
0.014 6.5600  4189.47
0.014 6.6200  4183.61
0.014 6.6800  4195.19
0.014 6.7400  4182.10
0.014 6.8000  4205.02
0.014 6.8600  4249.73
0.014 6.9200  4274.35
0.014 6.9800  4300.70
0.014 7.0400  4323.45
0.014 7.1000  4332.88
0.014 7.1600  4354.11
0.014 7.2200  4349.94
0.014 7.2800  4368.27
0.014 7.3400  4362.57
0.014 7.4000  4367.87
0.014 7.4600  4372.04
0.014 7.5200  4405.15
0.014 7.5800  4430.96
0.014 7.6400  4462.35
0.014 7.7000  4471.72
0.014 7.7600  4501.72
0.014 7.8200  4505.44
0.014 7.8800  4524.87
0.014 7.9400  4527.12
0.014 8.0000  4533.49

0.016 2.0000  2489.53
0.016 2.0600  2513.71
0.016 2.1200  2522.87
0.016 2.1800  2971.74
0.016 2.2400  2568.03
0.016 2.3000  2558.90
0.016 2.3600  2623.27
0.016 2.4200  2674.11
0.016 2.4800  2726.32
0.016 2.5400  2762.49
0.016 2.6000  2782.32
0.016 2.6600  2805.66
0.016 2.7200  2818.50
0.016 2.7800  2815.17
0.016 2.8400  2819.40
0.016 2.9000  2843.89
0.016 2.9600  2908.47
0.016 3.0200  2955.79
0.016 3.0800  2988.86
0.016 3.1400  3028.65
0.016 3.2000  3051.14
0.016 3.2600  3062.36
0.016 3.3200  3079.94
0.016 3.3800  3080.04
0.016 3.4400  3079.26
0.016 3.5000  3087.87
0.016 3.5600  3139.33
0.016 3.6200  3190.38
0.016 3.6800  3223.20
0.016 3.7400  3254.50
0.016 3.8000  3282.42
0.016 3.8600  3291.83
0.016 3.9200  3310.49
0.016 3.9800  3316.58
0.016 4.0400  3313.01
0.016 4.1000  3316.83
0.016 4.1600  3339.20
0.016 4.2200  3390.75
0.016 4.2800  3430.03
0.016 4.3400  3453.41
0.016 4.4000  3489.05
0.016 4.4600  3505.09
0.016 4.5200  3520.31
0.016 4.5800  3533.63
0.016 4.6400  3528.13
0.016 4.7000  3539.45
0.016 4.7600  3530.45
0.016 4.8200  3565.88
0.016 4.8800  3612.48
0.016 4.9400  3638.56
0.016 5.0000  3673.38
0.016 5.0600  3696.34
0.016 5.1200  3708.79
0.016 5.1800  3729.45
0.016 5.2400  3728.83
0.016 5.3000  3741.25
0.016 5.3600  3738.76
0.016 5.4200  3735.08
0.016 5.4800  3770.17
0.016 5.5400  3803.37
0.016 5.6000  3834.84
0.016 5.6600  3865.52
0.016 5.7200  3875.98
0.016 5.7800  3904.80
0.016 5.8400  3911.37
0.016 5.9000  3923.95
0.016 5.9600  3928.90
0.016 6.0200  3925.73
0.016 6.0800  3929.34
0.016 6.1400  3948.05
0.016 6.2000  3976.97
0.016 6.2600  4016.04
0.016 6.3200  4032.18
0.016 6.3800  4062.41
0.016 6.4400  4076.64
0.016 6.5000  4089.39
0.016 6.5600  4102.09
0.016 6.6200  4099.32
0.016 6.6800  4110.72
0.016 6.7400  4098.05
0.016 6.8000  4104.71
0.016 6.8600  4147.83
0.016 6.9200  4171.63
0.016 6.9800  4201.49
0.016 7.0400  4223.55
0.016 7.1000  4236.45
0.016 7.1600  4257.12
0.016 7.2200  4254.73
0.016 7.2800  4274.24
0.016 7.3400  4268.77
0.016 7.4000  4276.83
0.016 7.4600  4270.07
0.016 7.5200  4292.79
0.016 7.5800  4322.40
0.016 7.6400  4352.77
0.016 7.7000  4365.90
0.016 7.7600  4395.01
0.016 7.8200  4398.57
0.016 7.8800  4421.10
0.016 7.9400  4423.32
0.016 8.0000  4432.70

0.018 2.0000  2459.58
0.018 2.0600  2483.57
0.018 2.1200  2492.72
0.018 2.1800  2901.93
0.018 2.2400  2500.87
0.018 2.3000  2518.51
0.018 2.3600  2582.16
0.018 2.4200  2635.80
0.018 2.4800  2687.33
0.018 2.5400  2723.05
0.018 2.6000  2742.68
0.018 2.6600  2768.42
0.018 2.7200  2781.09
0.018 2.7800  2777.83
0.018 2.8400  2784.18
0.018 2.9000  2796.21
0.018 2.9600  2859.77
0.018 3.0200  2906.38
0.018 3.0800  2942.34
0.018 3.1400  2981.50
0.018 3.2000  3003.66
0.018 3.2600  3017.53
0.018 3.3200  3034.85
0.018 3.3800  3035.00
0.018 3.4400  3036.54
0.018 3.5000  3033.57
0.018 3.5600  3083.02
0.018 3.6200  3133.17
0.018 3.6800  3165.44
0.018 3.7400  3199.64
0.018 3.8000  3227.08
0.018 3.8600  3236.37
0.018 3.9200  3257.60
0.018 3.9800  3263.62
0.018 4.0400  3262.56
0.018 4.1000  3266.36
0.018 4.1600  3270.91
0.018 4.2200  3325.55
0.018 4.2800  3364.02
0.018 4.3400  3390.53
0.018 4.4000  3425.44
0.018 4.4600  3441.17
0.018 4.5200  3459.15
0.018 4.5800  3472.23
0.018 4.6400  3469.44
0.018 4.7000  3480.60
0.018 4.7600  3471.86
0.018 4.8200  3492.40
0.018 4.8800  3537.92
0.018 4.9400  3563.40
0.018 5.0000  3601.25
0.018 5.0600  3623.70
0.018 5.1200  3639.17
0.018 5.1800  3659.43
0.018 5.2400  3658.89
0.018 5.3000  3673.88
0.018 5.3600  3671.54
0.018 5.4200  3670.36
0.018 5.4800  3687.10
0.018 5.5400  3719.45
0.018 5.6000  3754.21
0.018 5.6600  3784.14
0.018 5.7200  3797.87
0.018 5.7800  3826.04
0.018 5.8400  3832.50
0.018 5.9000  3847.84
0.018 5.9600  3852.78
0.018 6.0200  3852.31
0.018 6.0800  3855.98
0.018 6.1400  3855.23
0.018 6.2000  3887.71
0.018 6.2600  3925.71
0.018 6.3200  3941.39
0.018 6.3800  3974.68
0.018 6.4400  3988.55
0.018 6.5000  4004.32
0.018 6.5600  4016.78
0.018 6.6200  4016.95
0.018 6.6800  4028.23
0.018 6.7400  4016.02
0.018 6.8000  4025.07
0.018 6.8600  4048.51
0.018 6.9200  4071.58
0.018 6.9800  4104.76
0.018 7.0400  4126.21
0.018 7.1000  4142.38
0.018 7.1600  4162.57
0.018 7.2200  4163.39
0.018 7.2800  4182.53
0.018 7.3400  4177.34
